id,SchoolYear,BuildingCode,BuildingName,DistrictCode,DistrictName,ISDCode,ISDName,EntityType,Status,SCHOOL_EMPHASIS,SETTING,ADDRESS_LINE_1,CITY,STATE,ZIP_CODE,SCHOOL_TYPE,SCHOOL_LEVEL,LOCALE_NAME,COUNTY_NAME,CurrentAccreditationStatus,ContactEmail,Latitude,Longitude,Location
4678,13 - 14 School Year,2112,Experiencia Preparatory Academy,82707,Experiencia Preparatory Academy,82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,950 SELDEN ST,DETROIT,MI,48201,General Education,Elem thru High School,Not Specified,Wayne,Not Accredited,CARLOS.LOPEZ@EXPERIENCIA.US,42.33168322,-83.04799903,"950 SELDEN ST
DETROIT, MI 48201
(42.346255933000464, -83.06826933299965)"
4152,13 - 14 School Year,865,Benjamin Carson School for Science and Medicine,82010,Detroit,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,571 Mack Avenue,Detroit,MI,48201,General Education,High School,Not Specified,Wayne,Not Accredited,BRENDA.BELCHER@DETROITK12.ORG,42.33168322,-83.04799903,"571 Mack Avenue
Detroit, MI 48201
(42.35013461300048, -83.05133396499969)"
4753,13 - 14 School Year,0,Capstone Academy Charter School (SDA),82752,Capstone Academy Charter School (SDA),82,Wayne RESA,PSA District,Open-Active,,,3500 John R Street,Detroit,MI,48201,,Elem thru High School,Not Specified,Wayne,N/A,MONICA_MARTIN@SBCGLOBAL.NET,42.33168322,-83.04799903,"3500 John R Street
Detroit, MI 48201
(42.347483111000486, -83.05525304099967)"
4254,13 - 14 School Year,9591,Crockett Career and Technical Center,82010,Detroit,82,Wayne RESA,LEA Unique Education Provider,Open-Active,Vocational/CTE,GenEd,571 MACK AVE,DETROIT,MI,48201,Vocational/CTE,High School,City: Large,Wayne,NCA Accredited,BRENDA.BELCHER@DETROITK12.ORG,42.33168322,-83.04799903,"571 MACK AVE
DETROIT, MI 48201
(42.35013461300048, -83.05133396499969)"
4709,13 - 14 School Year,0,GEE Edmonson Academy,82731,GEE Edmonson Academy,82,Wayne RESA,PSA District,Open-Active,,,1300 West Canfield,Detroit,MI,48201,,Elem_Middle School,Not Specified,Wayne,N/A,MOHAMAD@GEE-EDU.COM,42.33168322,-83.04799903,"1300 West Canfield
Detroit, MI 48201
(42.34883341700049, -83.07407231599967)"
4754,13 - 14 School Year,1488,Capstone Academy Charter School (SDA) - South Campus,82752,Capstone Academy Charter School (SDA),82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,3500 John R Street,Detroit,MI,48201,General Education,Elem thru High School,Not Specified,Wayne,Not Accredited,BSERAFINO@DETROITCAPSTONEACADEMY.COM,42.33168322,-83.04799903,"3500 John R Street
Detroit, MI 48201
(42.347483111000486, -83.05525304099967)"
4159,13 - 14 School Year,1088,DPS Foundation for Early Learners @ Edmonson,82010,Detroit,82,Wayne RESA,LEA Unique Education Provider,Open-Active,General Education,Pre-K,1300 W CANFIELD ST,DETROIT,MI,48201,General Education,Other,Not Specified,Wayne,Not Accredited,REGINA.OLDEN@DETROITK12.ORG,42.33168322,-83.04799903,"1300 W CANFIELD ST
DETROIT, MI 48201
(42.34883341700049, -83.07407231599967)"
4236,13 - 14 School Year,9572,Dewey Building,82010,Detroit,82,Wayne RESA,LEA Non-Instructional Ancillary Facility,Open - Vacant/empty,,,3550 Lodge Service Drive,Detroit,MI,48201,,,,Wayne,Not Accredited,connie.calloway@detroitk12.org,42.33168322,-83.04799903,"3550 Lodge Service Drive
Detroit, MI 48201
(42.347846338000465, -83.06048633199964)"
4677,13 - 14 School Year,0,Experiencia Preparatory Academy,82707,Experiencia Preparatory Academy,82,Wayne RESA,PSA District,Open-Active,,,950 SELDEN ST,DETROIT,MI,48201,,Elem thru High School,Not Specified,Wayne,N/A,CARLOS.LOPEZ@EXPERIENCIA.US,42.33168322,-83.04799903,"950 SELDEN ST
DETROIT, MI 48201
(42.346255933000464, -83.06826933299965)"
4144,13 - 14 School Year,554,Cass Technical High School,82010,Detroit,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,2501 2ND AVE,DETROIT,MI,48201,General Education,High School,City: Large,Wayne,NCA Accredited,LISA.PHILLIPS@DETROITK12.ORG,42.33168322,-83.04799903,"2501 2ND AVE
DETROIT, MI 48201
(42.3384741320005, -83.05927673499968)"
4710,13 - 14 School Year,1087,GEE Edmonson Academy,82731,GEE Edmonson Academy,82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,1300 WEST CANFIELD ST,DETROIT,MI,48201,General Education,Elem_Middle School,City: Large,Wayne,Not Accredited,MOHAMAD@GEE-EDU.COM,42.33168322,-83.04799903,"1300 WEST CANFIELD ST
DETROIT, MI 48201
(42.34883341700049, -83.07407231599967)"
4241,13 - 14 School Year,9577,Old Cass Building,82010,Detroit,82,Wayne RESA,LEA Non-Instructional Ancillary Facility,Open - Vacant/empty,,,2421 Second Ave,Detroit,MI,48201,,,,Wayne,Not Accredited,connie.calloway@detroitk12.org,42.33168322,-83.04799903,"2421 Second Ave
Detroit, MI 48201
(42.33783275400049, -83.05893008899966)"
4194,13 - 14 School Year,3558,Spain Elementary-Middle School,82010,Detroit,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,3700 BEAUBIEN ST,DETROIT,MI,48201,General Education,Elem_Middle School,City: Large,Wayne,Not Accredited,RONALD.ALEXANDER@DETROITK12.ORG,42.33168322,-83.04799903,"3700 BEAUBIEN ST
DETROIT, MI 48201
(42.35098637900046, -83.05323080699964)"
4215,13 - 14 School Year,7794,Detroit School of Arts,82010,Detroit,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,123 SELDEN ST,DETROIT,MI,48201,General Education,High School,City: Large,Wayne,NCA Accredited,ROBERT.HARVEY@DETROITK12.ORG,42.33168322,-83.04799903,"123 SELDEN ST
DETROIT, MI 48201
(42.34881477900046, -83.06109865099967)"
4249,13 - 14 School Year,9586,Sanders Building,82010,Detroit,82,Wayne RESA,LEA Non-Instructional Ancillary Facility,Open - Vacant/empty,,,8700 Byron Street,Detroit,MI,48202,,,,Wayne,Not Accredited,connie.calloway@detroitk12.org,42.33168322,-83.04799903,"8700 Byron Street
Detroit, MI 48202
(42.3748982030005, -83.09112369099967)"
4766,13 - 14 School Year,9946,Plymouth Educational Center Preparatory High School,82904,Plymouth Educational Center Charter School,82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,7375 WOODWARD AVE,DETROIT,MI,48202,General Education,High School,City: Large,Wayne,Not Accredited,LASHANDA@PLYMOUTHED.ORG,42.33168322,-83.04799903,"7375 WOODWARD AVE
DETROIT, MI 48202
(42.371318533000476, -83.07401995899966)"
4667,13 - 14 School Year,9908,University Preparatory Academy (PSAD) Elementary,82702,University Preparatory Academy,82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,435 AMSTERDAM ST,DETROIT,MI,48202,General Education,Elementary,City: Large,Wayne,Not Accredited,KLLORENS@UPREP.COM,42.33168322,-83.04799903,"435 AMSTERDAM ST
DETROIT, MI 48202
(42.36574217100048, -83.07335204799966)"
4659,13 - 14 School Year,0,University Preparatory Science and Math (PSAD),82701,University Preparatory Science and Math (PSAD),82,Wayne RESA,PSA District,Open-Active,,,5100 JOHN R ST,DETROIT,MI,48202,,Elem thru High School,Not Specified,Wayne,N/A,DJACKSON@DETROIT9090.ORG,42.33168322,-83.04799903,"5100 JOHN R ST
DETROIT, MI 48202
(42.35845298200047, -83.06258259899965)"
4867,13 - 14 School Year,0,Blanche Kelso Bruce Academy,82971,Blanche Kelso Bruce Academy,82,Wayne RESA,PSA District,Open-Active,,,8045 Second Avenue,DETROIT,MI,48202,,Elem thru High School,City: Large,Wayne,N/A,BE_LIST@EVANS-SOLUTIONS.COM,42.33168322,-83.04799903,"8045 Second Avenue
DETROIT, MI 48202
(42.37370098100047, -83.07938770099963)"
4662,13 - 14 School Year,9907,University Preparatory Science and Math (PSAD) Middle School,82701,University Preparatory Science and Math (PSAD),82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,5100 JOHN R ST,DETROIT,MI,48202,General Education,Middle School,City: Large,Wayne,Not Accredited,JSPENCER@UPREPSM.COM,42.33168322,-83.04799903,"5100 JOHN R ST
DETROIT, MI 48202
(42.35845298200047, -83.06258259899965)"
4669,13 - 14 School Year,101,Henry Ford Academy: School for Creative Studies (PSAD),82703,Henry Ford Academy: School for Creative Studies (PSAD),82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,485 W MILWAUKEE ST,DETROIT,MI,48202,General Education,Middle_High School,City: Large,Wayne,Not Accredited,RFAISAL@HFASCS.ORG,42.33168322,-83.04799903,"485 W MILWAUKEE ST
DETROIT, MI 48202
(42.367932505000454, -83.07563761199964)"
4164,13 - 14 School Year,1189,East English Village Preparatory Academy,82010,Detroit,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,3011 WEST GRAND BLVD 14TH FL,DETROIT,MI,48202,General Education,High School,Not Specified,Wayne,Not Accredited,PATRICIA.MURRAY@DETROITK12.ORG,42.33168322,-83.04799903,"3011 WEST GRAND BLVD 14TH FL
DETROIT, MI 48202
(42.3690353930005, -83.07702091399966)"
4670,13 - 14 School Year,1240,Henry Ford Academy:School for Creative Studies-Elementary,82703,Henry Ford Academy: School for Creative Studies (PSAD),82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,10225 3RD ST,DETROIT,MI,48202,General Education,Elementary,Not Specified,Wayne,Not Accredited,DRLEWIS@HFAES.ORG,42.33168322,-83.04799903,"10225 3RD ST
DETROIT, MI 48202
(42.38681049200045, -83.09193720099967)"
4668,13 - 14 School Year,0,Henry Ford Academy: School for Creative Studies (PSAD),82703,Henry Ford Academy: School for Creative Studies (PSAD),82,Wayne RESA,PSA District,Open-Active,,,485 W MILWAUKEE ST,DETROIT,MI,48202,,Elem thru High School,Not Specified,Wayne,N/A,DPARIZEK@HFLI.ORG,42.33168322,-83.04799903,"485 W MILWAUKEE ST
DETROIT, MI 48202
(42.367932505000454, -83.07563761199964)"
4134,13 - 14 School Year,39,Detroit International Academy for Young Women,82010,Detroit,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,9026 WOODWARD AVE,DETROIT,MI,48202,General Education,Elem thru High School,City: Large,Wayne,Not Accredited,BEVERLY.HIBBLER@DETROITK12.ORG,42.33168322,-83.04799903,"9026 WOODWARD AVE
DETROIT, MI 48202
(42.38237881600048, -83.08137308199969)"
4137,13 - 14 School Year,176,Golightly Education Center,82010,Detroit,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,5536 SAINT ANTOINE ST,DETROIT,MI,48202,General Education,Elem_Middle School,City: Large,Wayne,NCA Accredited,SHERRELL.HOBBS@DETROITK12.ORG,42.33168322,-83.04799903,"5536 SAINT ANTOINE ST
DETROIT, MI 48202
(42.36449770700045, -83.06007315299968)"
4666,13 - 14 School Year,9889,University Preparatory Academy (PSAD)-High School,82702,University Preparatory Academy,82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,600 ANTOINETTE ST,DETROIT,MI,48202,General Education,High School,City: Large,Wayne,Not Accredited,DHOLLEY@UPREP.COM,42.33168322,-83.04799903,"600 ANTOINETTE ST
DETROIT, MI 48202
(42.362503208000476, -83.07313510599965)"
4284,13 - 14 School Year,9811,Old DIA Building,82010,Detroit,82,Wayne RESA,LEA Non-Instructional Ancillary Facility,Open - Vacant/empty,,,8401 Woodward Avenue,Detroit,MI,48202,,,,Wayne,Not Accredited,connie.calloway@detroitk12.org,42.33168322,-83.04799903,"8401 Woodward Avenue
Detroit, MI 48202
(42.377250494000464, -83.07800533799968)"
5006,13 - 14 School Year,0,Education Achievement Authority of Michigan,84060,Education Achievement System-EAS,84,State of Michigan,LEA District,Open-Active,,,300 River Place Drive,Detroit,MI,48202,,Elem thru High School,Not Specified,Wayne,N/A,JCOVINGTON@EAAOFMICHIGAN.ORG,42.33168322,-83.04799903,"300 River Place Drive
Detroit, MI 48202
(42.33594120300046, -83.01694851299965)"
4695,13 - 14 School Year,0,University Yes Academy,82724,University Yes Academy,82,Wayne RESA,PSA District,Open-Active,,,P. O. Box 2716,Detroit,MI,48202,,Elem thru High School,Not Specified,Wayne,N/A,LESLEYREDWINE@NEWURBANLEARNING.ORG,42.33168322,-83.04799903,"P. O. Box 2716
Detroit, MI 48202
(42.37394678600049, -83.07654981699966)"
4124,13 - 14 School Year,0,Detroit City School District,82010,Detroit,82,Wayne RESA,LEA District,Open-Active,,,3011 WEST GRAND BLVD,DETROIT,MI,48202,,Elem thru High School,City: Large,Wayne,N/A,KAREN.RIDGEWAY@DETROITK12.ORG,42.33168322,-83.04799903,"3011 WEST GRAND BLVD
DETROIT, MI 48202
(42.3690353930005, -83.07702091399966)"
4664,13 - 14 School Year,9887,University Preparatory Academy (PSAD) - Elementary,82702,University Preparatory Academy,82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,957 HOLDEN ST,DETROIT,MI,48202,General Education,Elementary,City: Large,Wayne,Not Accredited,TJOHNSON2@UPREP.COM,42.33168322,-83.04799903,"957 HOLDEN ST
DETROIT, MI 48202
(42.362142443000494, -83.07704395999968)"
4755,13 - 14 School Year,1506,Capstone Academy Charter School (SDA) - North Campus,82752,Capstone Academy Charter School (SDA),82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,5250 John R,Detroit,MI,48202,General Education,Elem thru High School,Not Specified,Wayne,Not Accredited,BSERAFINO@DETROITCAPSTONEACADEMY.COM,42.33168322,-83.04799903,"5250 John R
Detroit, MI 48202
(42.359607423000455, -83.06336291699967)"
4665,13 - 14 School Year,9888,University Preparatory Academy (PSAD) - Middle,82702,University Preparatory Academy,82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,5310 SAINT ANTOINE ST,DETROIT,MI,48202,General Education,Middle School,City: Large,Wayne,Not Accredited,NLIVINGSTON@UPREP.COM,42.33168322,-83.04799903,"5310 SAINT ANTOINE ST
DETROIT, MI 48202
(42.3621977520005, -83.05857288199968)"
4663,13 - 14 School Year,0,University Preparatory Academy (PSAD),82702,University Preparatory Academy,82,Wayne RESA,PSA District,Open-Active,,,P. O. Box 2339,DETROIT,MI,48202,,Elem thru High School,Not Specified,Wayne,N/A,DJACKSON@DETROIT9090.ORG,42.33168322,-83.04799903,"P. O. Box 2339
DETROIT, MI 48202
(42.37394678600049, -83.07654981699966)"
4282,13 - 14 School Year,9809,Old Crosman Building,82010,Detroit,82,Wayne RESA,LEA Non-Instructional Ancillary Facility,Open - Vacant/empty,,,9027 John C. Lodge,Detroit,MI,48202,,,,Wayne,Not Accredited,connie.calloway@detroitk12.org,42.33168322,-83.04799903,"9027 John C. Lodge
Detroit, MI 482021540
(42.37911094500049, -83.09049915399964)"
4268,13 - 14 School Year,9795,Fairbanks Building,82010,Detroit,82,Wayne RESA,LEA Non-Instructional Ancillary Facility,Open - Vacant/empty,,,8800 John C. Lodge,Detroit,MI,48202,,,,Wayne,Not Accredited,connie.calloway@detroitk12.org,42.33168322,-83.04799903,"8800 John C. Lodge
Detroit, MI 482022303
(42.3774444390005, -83.08818942099964)"
4231,13 - 14 School Year,9491,St Phillips Building,82010,Detroit,82,Wayne RESA,LEA Non-Instructional Ancillary Facility,Open - Vacant/empty,,,2884 E Grand Blvd,Detroit,MI,48202,,,,Wayne,Not Accredited,connie.calloway@detroitk12.org,42.33168322,-83.04799903,"2884 E Grand Blvd
Detroit, MI 482023130
(42.36726318400048, -83.08098015399963)"
4742,13 - 14 School Year,0,Highland Park Public School Academy,82749,Highland Park Public School Academy,82,Wayne RESA,PSA District,Open-Active,,,15900 WOODWARD AVE,HIGHLAND PARK,MI,48203,,Elem thru High School,Not Specified,Wayne,N/A,PAMELA.WILLIAMS@LEONAGROUP.COM,42.40580348,-83.0960191,"15900 WOODWARD AVE
HIGHLAND PARK, MI 48203
(42.41204870900049, -83.10137893199965)"
4240,13 - 14 School Year,9576,Grayling Building,82010,Detroit,82,Wayne RESA,LEA Non-Instructional Ancillary Facility,Open - Vacant/empty,,,744 W. Adeline Street,Detroit,MI,48203,,,,Wayne,Not Accredited,connie.calloway@detroitk12.org,42.33168322,-83.04799903,"744 W. Adeline Street
Detroit, MI 48203
(42.438557164000485, -83.11134162799965)"
4389,13 - 14 School Year,8376,Career Academy/Adult Education,82070,Highland Park,82,Wayne RESA,LEA School,Open-Active,Alternative Education,Multiple Settings,GLENDALE AT SECOND AVE,HIGHLAND PARK,MI,48203,Alternative Education,High School,Suburb: Large,Wayne,Not Accredited,LILESB@HIPARK.K12.MI.US,42.40580348,-83.0960191,"GLENDALE AT SECOND AVE
HIGHLAND PARK, MI 48203
(42.39783063300047, -83.09617836299964)"
4857,13 - 14 School Year,0,George Washington Carver Academy,82963,George Washington Carver,82,Wayne RESA,PSA District,Open-Active,,,14510 2ND AVE,HIGHLAND PARK,MI,48203,,Elem_Middle School,Suburb: Large,Wayne,N/A,CGORDON@GWCARVERACADEMY.ORG,42.40580348,-83.0960191,"14510 2ND AVE
HIGHLAND PARK, MI 48203
(42.408073395000486, -83.10305299599963)"
4238,13 - 14 School Year,9574,Field Building,82010,Detroit,82,Wayne RESA,LEA Non-Instructional Ancillary Facility,Open - Vacant/empty,,,19670 Cameron Street,Detroit,MI,48203,,,,Wayne,Not Accredited,connie.calloway@detroitk12.org,42.33168322,-83.04799903,"19670 Cameron Street
Detroit, MI 48203
(42.438023297000484, -83.09374743699965)"
4908,13 - 14 School Year,9615,Northpointe Academy,82992,Northpointe Academy,82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,53 CANDLER ST,HIGHLAND PARK,MI,48203,General Education,Elem_Middle School,Suburb: Large,Wayne,Not Accredited,TGOODLEY@NORTHPOINTEPSA.ORG,42.40580348,-83.0960191,"53 CANDLER ST
HIGHLAND PARK, MI 48203
(42.4147045790005, -83.10088683899966)"
4743,13 - 14 School Year,1633,Henry Ford Academy,82749,Highland Park Public School Academy,82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,131 PILGRIM ST,HIGHLAND PARK,MI,48203,General Education,Elem_Middle School,Suburb: Large,Wayne,Not Accredited,THOMAS.GOODLEY@LEONAGROUP.COM,42.40580348,-83.0960191,"131 PILGRIM ST
HIGHLAND PARK, MI 48203
(42.4111961750005, -83.10648398299963)"
4167,13 - 14 School Year,1493,Greenfield Union Elementary-Middle School,82010,Detroit,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,420 WEST 7 MILE RD,Detroit,MI,48203,General Education,Elem_Middle School,City: Large,Wayne,Not Accredited,BEVERLY.CAMPBELL@DETROITK12.ORG,42.33168322,-83.04799903,"420 WEST 7 MILE RD
Detroit, MI 48203
(42.43225648600048, -83.10772115799966)"
4858,13 - 14 School Year,8757,George Washington Carver Academy,82963,George Washington Carver,82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,14510 2ND AVE,HIGHLAND PARK,MI,48203,General Education,Elem_Middle School,Suburb: Large,Wayne,Not Accredited,CSANDERS@GWCARVERACADEMY.ORG,42.40580348,-83.0960191,"14510 2ND AVE
HIGHLAND PARK, MI 48203
(42.408073395000486, -83.10305299599963)"
4918,13 - 14 School Year,9850,ACE Academy (SDA) - Lincoln Center,82998,ACE Academy (SDA),82,Wayne RESA,PSA School,Open-Active,Alternative Education,Multiple Settings,1961 LINCOLN ST,HIGHLAND PARK,MI,48203,Alternative Education,Middle_High School,Suburb: Large,Wayne,Not Accredited,ACEDIRECTOR@EDTEC.NET,42.40580348,-83.0960191,"1961 LINCOLN ST
HIGHLAND PARK, MI 48203
(42.3973798830005, -83.10545743899968)"
4744,13 - 14 School Year,1666,Highland Park Community H.S.,82749,Highland Park Public School Academy,82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,15900 WOODWARD AVE,HIGHLAND PARK,MI,48203,General Education,High School,Suburb: Large,Wayne,NCA Accredited,MICHAEL.JACKSON@LEONAGROUP.COM,42.40580348,-83.0960191,"15900 WOODWARD AVE
HIGHLAND PARK, MI 48203
(42.41204870900049, -83.10137893199965)"
4745,13 - 14 School Year,3228,Barber Elementary School,82749,Highland Park Public School Academy,82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,45 EAST BUENA VISTA ST,HIGHLAND PARK,MI,48203,General Education,Elem_Middle School,Suburb: Large,Wayne,Not Accredited,AVCOLLINS@SBCGLOBAL.NET,42.40580348,-83.0960191,"45 EAST BUENA VISTA ST
HIGHLAND PARK, MI 48203
(42.4013821960005, -83.09289209099967)"
2214,13 - 14 School Year,714,Creative Learning Center - Highland Park,50070,Clintondale,50,Macomb ISD,LEA School,Open-Active,Alternative Education,Multiple Settings,14104 Woodward Ave,Highland Park,MI,48203,Alternative Education,High School,Not Specified,Wayne,Not Accredited,TRAHAND@CLINTONDALESCHOOLS.NET,42.40580348,-83.0960191,"14104 Woodward Ave
Highland Park, MI 48203
(42.40791384100049, -83.09860302499965)"
4388,13 - 14 School Year,0,Highland Park City Schools,82070,Highland Park,82,Wayne RESA,LEA District,Open-Active,,,15900 WOODWARD AVE,HIGHLAND PARK,MI,48203,,High School,Suburb: Large,Wayne,N/A,WEATHERGR@YAHOO.COM,42.40580348,-83.0960191,"15900 WOODWARD AVE
HIGHLAND PARK, MI 48203
(42.41204870900049, -83.10137893199965)"
5014,13 - 14 School Year,2708,Nolan Elementary-Middle School,84060,Education Achievement System-EAS,84,State of Michigan,LEA School,Open-Active,General Education,Multiple Settings,1150 EAST LANTZ ST,DETROIT,MI,48203,General Education,Elem_Middle School,City: Large,Wayne,Not Accredited,AUNDERWOOD@EAAOFMICHIGAN.ORG,42.33168322,-83.04799903,"1150 EAST LANTZ ST
DETROIT, MI 48203
(42.43745212500045, -83.09174937999967)"
4907,13 - 14 School Year,0,Northpointe Academy,82992,Northpointe Academy,82,Wayne RESA,PSA District,Open-Active,,,53 CANDLER ST,HIGHLAND PARK,MI,48203,,Elem_Middle School,Suburb: Large,Wayne,N/A,STAYLOR@NORTHPOINTEPSA.ORG,42.40580348,-83.0960191,"53 CANDLER ST
HIGHLAND PARK, MI 48203
(42.4147045790005, -83.10088683899966)"
4270,13 - 14 School Year,9797,Greenfield Park Building,82010,Detroit,82,Wayne RESA,LEA Non-Instructional Ancillary Facility,Open - Vacant/empty,,,17501 Brush Street,Detroit,MI,48203,,,,Wayne,Not Accredited,connie.calloway@detroitk12.org,42.33168322,-83.04799903,"17501 Brush Street
Detroit, MI 482032330
(42.42174767600045, -83.09756724999966)"
4203,13 - 14 School Year,4413,Sampson Academy,82010,Detroit,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,4700 TIREMAN ST,DETROIT,MI,48204,General Education,Elem_Middle School,City: Large,Wayne,Not Accredited,ANTHONY.HOUSTON@DETROITK12.ORG,42.33168322,-83.04799903,"4700 TIREMAN ST
DETROIT, MI 48204
(42.353726176000464, -83.11768032999964)"
4829,13 - 14 School Year,0,Hope Academy,82942,Hope Academy,82,Wayne RESA,PSA District,Open-Active,,,12121 BROADSTREET AVE,DETROIT,MI,48204,,Elem_Middle School,City: Large,Wayne,N/A,HOPEACADEMYPRINCIPAL@YAHOO.COM,42.33168322,-83.04799903,"12121 BROADSTREET AVE
DETROIT, MI 48204
(42.37969054300049, -83.13441837499965)"
4150,13 - 14 School Year,859,Charles R. Drew Transition Center,82010,Detroit,82,Wayne RESA,LEA School,Open-Active,Special Education,SpecEd,9600 Wyoming Street,Detroit,MI,48204,Special Education,Other,Not Specified,Wayne,Not Accredited,ROBERT.AVEDISIAN@DETROITK12.ORG,42.33168322,-83.04799903,"9600 Wyoming Street
Detroit, MI 48204
(42.36732079800049, -83.15821299499964)"
4843,13 - 14 School Year,0,Allen Academy,82955,Allen Academy,82,Wayne RESA,PSA District,Open-Active,,,8666 QUINCY ST,DETROIT,MI,48204,,Elem thru High School,City: Large,Wayne,N/A,MONIQUE.WOODLAND-PHILLIPS@LEONAGROUP.COM,42.33168322,-83.04799903,"8666 QUINCY ST
DETROIT, MI 48204
(42.36371185100046, -83.12003098499969)"
4256,13 - 14 School Year,9594,Keidan Special Education School,82010,Detroit,82,Wayne RESA,LEA School,Open-Active,Special Education,Multiple Settings,4441 COLLINGWOOD ST,DETROIT,MI,48204,Special Education,Elem_Middle School,City: Large,Wayne,Not Accredited,ADRIMA.CAESAR@DETROITK12.ORG,42.33168322,-83.04799903,"4441 COLLINGWOOD ST
DETROIT, MI 48204
(42.37468157300049, -83.12829630199968)"
4147,13 - 14 School Year,853,Mackenzie Elementary-Middle School,82010,Detroit,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,10147 West Chicago,Detroit,MI,48204,General Education,Elem_Middle School,Not Specified,Wayne,Not Accredited,TRACY.CARPENTER@DETROITK12.ORG,42.33168322,-83.04799903,"10147 West Chicago
Detroit, MI 48204
(42.366112054000496, -83.16062011099967)"
4844,13 - 14 School Year,9319,Allen Academy,82955,Allen Academy,82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,8666 QUINCY ST,DETROIT,MI,48204,General Education,Elem thru High School,City: Large,Wayne,Not Accredited,GEORGIA.BURRELL@LEONAGROUP.COM,42.33168322,-83.04799903,"8666 QUINCY ST
DETROIT, MI 48204
(42.36371185100046, -83.12003098499969)"
4830,13 - 14 School Year,8637,Hope Academy,82942,Hope Academy,82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,12121 BROADSTREET AVE,DETROIT,MI,48204,General Education,Elem_Middle School,City: Large,Wayne,Not Accredited,HOPEACADEMYPRINCIPAL@YAHOO.COM,42.33168322,-83.04799903,"12121 BROADSTREET AVE
DETROIT, MI 48204
(42.37969054300049, -83.13441837499965)"
4235,13 - 14 School Year,9571,Biddle Building,82010,Detroit,82,Wayne RESA,LEA Non-Instructional Ancillary Facility,Open - Vacant/empty,,,4601 Seebaldt Street,Detroit,MI,48204,,,,Wayne,Not Accredited,connie.calloway@detroitk12.org,42.33168322,-83.04799903,"4601 Seebaldt Street
Detroit, MI 48204
(42.3557143970005, -83.11786783499969)"
4223,13 - 14 School Year,9465,Angell Building,82010,Detroit,82,Wayne RESA,LEA Non-Instructional Ancillary Facility,Open-Active,,,8858 Petoskey,Detroit,MI,48204,,,,Wayne,Not Accredited,connie.calloway@detroitk12.mi.us,42.33168322,-83.04799903,"8858 Petoskey
Detroit, MI 48204
(42.36581878800047, -83.12155034099965)"
4277,13 - 14 School Year,9804,MacKenzie Building,82010,Detroit,82,Wayne RESA,LEA Non-Instructional Ancillary Facility,Open - Vacant/empty,,,9275 Wyoming Street,Detroit,MI,48204,,,,Wayne,Not Accredited,connie.calloway@detroitk12.org,42.33168322,-83.04799903,"9275 Wyoming Street
Detroit, MI 482042613
(42.36303572000048, -83.15811529099966)"
4222,13 - 14 School Year,9345,Fisher Magnet Upper Academy,82010,Detroit,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,15491 MADDELEIN ST,DETROIT,MI,48205,General Education,Elem_Middle School,City: Large,Wayne,Not Accredited,HARRY.COAKLEY@DETROITK12.ORG,42.33168322,-83.04799903,"15491 MADDELEIN ST
DETROIT, MI 48205
(42.43643446600049, -82.96149293899964)"
4701,13 - 14 School Year,0,Regent Park Scholars Charter Academy,82727,Regent Park Scholars Charter Academy,82,Wayne RESA,PSA District,Open-Active,,,15865 East Seven Mile Road,Detroit,MI,48205,,Elem_Middle School,Not Specified,Wayne,N/A,90.PDOWKER@HERITAGEACADEMIES.COM,42.33168322,-83.04799903,"15865 East Seven Mile Road
Detroit, MI 48205
(42.43565687100045, -82.95703150399964)"
